SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Arremon costaricensis,Costa Rican Brushfinch,sthbrf3,species,33033.0,,ARCO,CRBR,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon basilicus,Sierra Nevada Brushfinch,sthbrf4,species,33034.0,SNBR,ARBA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon perijanus,Perija Brushfinch,sthbrf5,species,33035.0,PEBR,ARPE,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon atricapillus,Black-headed Brushfinch,sthbrf1,species,33036.0,,ARAT,BHBR,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon phaeopleurus,Caracas Brushfinch,sthbrf6,species,33039.0,CABR,ARPH,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon phygas,Paria Brushfinch,sthbrf7,species,33040.0,PABR,ARPH,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon assimilis,Gray-browed Brushfinch,sthbrf8,species,33041.0,GBBR,ARAS,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon torquatus,White-browed Brushfinch,sthbrf2,species,33046.0,WBBR,ARTO,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon sp. (torquatus complex),stripe-headed brushfinch sp.,shbfin1,spuh,33050.0,,,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon aurantiirostris,Orange-billed Sparrow,orbspa1,species,33051.0,,ARAU,OBSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon aurantiirostris [aurantiirostris Group],Orange-billed Sparrow (aurantiirostris Group),orbspa2,issf,33052.0,OBSP,ARAU,,Passeriformes,New World Sparrows,Passerellidae,orbspa1,,,passer3
Arremon aurantiirostris erythrorhynchus,Orange-billed Sparrow (erythrorhynchus),orbspa3,issf,33059.0,OBSP,ARAU,,Passeriformes,New World Sparrows,Passerellidae,orbspa1,,,passer3
Arremon aurantiirostris spectabilis,Orange-billed Sparrow (spectabilis),orbspa4,issf,33060.0,OBSP,ARAU,,Passeriformes,New World Sparrows,Passerellidae,orbspa1,,,passer3
Arremon abeillei,Black-capped Sparrow,bkcspa1,species,33061.0,BCSP,ARAB,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon nigriceps,Marañon Sparrow,bkcspa2,species,33062.0,MASP,ARNI,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon schlegeli,Golden-winged Sparrow,gowspa1,species,33063.0,GWSP,ARSC,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon schlegeli canidorsum,Golden-winged Sparrow (Gray-backed),gowspa3,issf,33064.0,GWSP,ARSC,,Passeriformes,New World Sparrows,Passerellidae,gowspa1,,,passer3
Arremon schlegeli schlegeli/fratruelis,Golden-winged Sparrow (Green-backed),gowspa5,issf,33065.0,GWSP,ARSC,,Passeriformes,New World Sparrows,Passerellidae,gowspa1,,,passer3
Arremon axillaris,Yellow-mandibled Sparrow,pecspa2,species,33068.0,YMSP PESP,ARAX,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon taciturnus,Pectoral Sparrow,pecspa3,species,33069.0,PESP,ARTA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon franciscanus,Sao Francisco Sparrow,safspa1,species,33072.0,SFSP,ARFR,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon semitorquatus,Half-collared Sparrow,hacspa1,species,33073.0,HCSP,ARSE,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon dorbignii,Moss-backed Sparrow,sabspa4,species,33074.0,MBSP SCSP,ARDO,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon flavirostris,Saffron-billed Sparrow,sabspa1,species,33075.0,SBSP,ARFL,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon flavirostris polionotus,Saffron-billed Sparrow (Gray-backed),sabspa2,issf,33076.0,SBSP,ARFL,,Passeriformes,New World Sparrows,Passerellidae,sabspa1,,,passer3
Arremon flavirostris flavirostris,Saffron-billed Sparrow (Saffron-billed),sabspa3,issf,33077.0,SBSP,ARFL,,Passeriformes,New World Sparrows,Passerellidae,sabspa1,,,passer3
Arremon virenticeps,Green-striped Brushfinch,gsbfin1,species,33078.0,,ARVI,GSBR,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon brunneinucha,Chestnut-capped Brushfinch,ccbfin,species,33081.0,,ARBR,CCBR,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon brunneinucha apertus,Chestnut-capped Brushfinch (Plain-breasted),chcbrf2,issf,33082.0,CCBR,ARBR,,Passeriformes,New World Sparrows,Passerellidae,ccbfin,,,passer3
Arremon brunneinucha [brunneinucha Group],Chestnut-capped Brushfinch (Chestnut-capped),chcbrf1,issf,33083.0,CCBR,ARBR,,Passeriformes,New World Sparrows,Passerellidae,ccbfin,,,passer3
Arremon crassirostris,Sooty-faced Finch,soffin1,species,33093.0,,ARCR,SFFI,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon castaneiceps,Olive Finch,olifin1,species,33094.0,OLFI,ARCA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizelloides arborea,American Tree Sparrow,amtspa,species,33095.0,,SPAR,ATSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella/Spizelloides sp.,Spizella sp./American Tree Sparrow,spizel,spuh,33098.0,,,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Passerella iliaca,Fox Sparrow,foxspa,species,33099.0,FSSP,PAIL,FOSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Passerella iliaca [unalaschcensis Group],Fox Sparrow (Sooty),foxsp2,issf,33100.0,SFSP FSSP FOSP,PAIL,,Passeriformes,New World Sparrows,Passerellidae,foxspa,,,passer3
Passerella iliaca [megarhyncha Group],Fox Sparrow (Thick-billed),foxsp4,issf,33108.0,TBFS FOSP FSSP,PAIL,,Passeriformes,New World Sparrows,Passerellidae,foxspa,,,passer3
Passerella iliaca [schistacea Group],Fox Sparrow (Slate-colored),foxsp3,issf,33114.0,FOSP SCFS FSSP,PAIL,,Passeriformes,New World Sparrows,Passerellidae,foxspa,,,passer3
Passerella iliaca iliaca/zaboria,Fox Sparrow (Red),foxsp1,issf,33120.0,FSSP FOSP RFSP,PAIL,,Passeriformes,New World Sparrows,Passerellidae,foxspa,,,passer3
Passerella iliaca [unalaschcensis Group] x zaboria,Fox Sparrow (Sooty x Red),foxspa20,intergrade,33123.0,FOSP FSSP,PAIL,,Passeriformes,New World Sparrows,Passerellidae,foxspa,,,passer3
Junco hyemalis,Dark-eyed Junco,daejun,species,33124.0,,JUHY,DEJU,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Junco hyemalis hyemalis/carolinensis/cismontanus,Dark-eyed Junco (Slate-colored/cismontanus),daejun5,form,33125.0,DEJU,JUHY,,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis hyemalis/carolinensis,Dark-eyed Junco (Slate-colored),slcjun,issf,33126.0,DEJU,JUHY,SCJU,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis cismontanus,Dark-eyed Junco (cismontanus),daejun1,issf,33129.0,DEJU,JUHY,,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis [oreganus Group],Dark-eyed Junco (Oregon),orejun,issf,33130.0,DEJU,JUHY,ORJU,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis mearnsi,Dark-eyed Junco (Pink-sided),pisjun,issf,33138.0,DEJU,JUHY,PSJU,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis [oreganus Group] x mearnsi,Dark-eyed Junco (Oregon x Pink-sided),daejun3,intergrade,33139.0,DEJU,JUHY,,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis aikeni,Dark-eyed Junco (White-winged),whwjun,issf,33140.0,DEJU,JUHY,WWJU,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis mearnsi x aikeni,Dark-eyed Junco (Pink-sided x White-winged),daejun7,intergrade,33141.0,DEJU,JUHY,,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis caniceps,Dark-eyed Junco (Gray-headed),gyhjun,issf,33142.0,DEJU,JUHY,GHJU,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis [oreganus Group] x caniceps,Dark-eyed Junco (Oregon x Gray-headed),daejun8,intergrade,33143.0,DEJU,JUHY,,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis mearnsi x caniceps,Dark-eyed Junco (Pink-sided x Gray-headed),daejun4,intergrade,33144.0,DEJU,JUHY,,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis dorsalis,Dark-eyed Junco (Red-backed),rebjun1,issf,33145.0,DEJU,JUHY,RBJU,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco hyemalis caniceps x dorsalis,Dark-eyed Junco (Gray-headed x Red-backed),daejun6,intergrade,33146.0,DEJU,JUHY,,Passeriformes,New World Sparrows,Passerellidae,daejun,,,passer3
Junco insularis,Guadalupe Junco,daejun2,species,33147.0,,JUIN,GUJU,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Junco phaeonotus,Yellow-eyed Junco,yeejun,species,33148.0,,JUPH,YEJU,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Junco phaeonotus phaeonotus/palliatus,Yellow-eyed Junco (Mexican),yeejun1,issf,33149.0,YEJU,JUPH,,Passeriformes,New World Sparrows,Passerellidae,yeejun,,,passer3
Junco phaeonotus fulvescens,Yellow-eyed Junco (Chiapas),yeejun3,issf,33152.0,YEJU,JUPH,,Passeriformes,New World Sparrows,Passerellidae,yeejun,,,passer3
Junco phaeonotus alticola,Yellow-eyed Junco (Guatemalan),yeejun4,issf,33153.0,YEJU,JUPH,,Passeriformes,New World Sparrows,Passerellidae,yeejun,,,passer3
Junco hyemalis x phaeonotus,Dark-eyed x Yellow-eyed Junco (hybrid),x00869,hybrid,33154.0,YEJU DEJU,JUPH JUHY,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Junco hyemalis/phaeonotus,Dark-eyed/Yellow-eyed Junco,y00333,slash,33155.0,YEJU DEJU,JUPH JUHY,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Junco bairdi,Baird's Junco,yeejun2,species,33156.0,,JUBA,BAJU,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Junco vulcani,Volcano Junco,voljun1,species,33157.0,,JUVU,VOJU,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia capensis,Rufous-collared Sparrow,rucspa1,species,33158.0,RCSP,ZOCA,RCOS,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia capensis [capensis Group],Rufous-collared Sparrow (Rufous-collared),rucspa6,issf,33159.0,RCSP RCOS,ZOCA,,Passeriformes,New World Sparrows,Passerellidae,rucspa1,,,passer3
Zonotrichia capensis australis,Rufous-collared Sparrow (Patagonian),rucspa5,issf,33186.0,RCSP RCOS,ZOCA,,Passeriformes,New World Sparrows,Passerellidae,rucspa1,,,passer3
Zonotrichia leucophrys,White-crowned Sparrow,whcspa,species,33187.0,,ZOLE,WCSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia leucophrys leucophrys/oriantha,White-crowned Sparrow (Dark-lored),whcspa2,form,33188.0,WCSP,ZOLE,,Passeriformes,New World Sparrows,Passerellidae,whcspa,,,passer3
Zonotrichia leucophrys leucophrys,White-crowned Sparrow (leucophrys),ewcspa1,issf,33189.0,WCSP,ZOLE,EWCS,Passeriformes,New World Sparrows,Passerellidae,whcspa,,,passer3
Zonotrichia leucophrys oriantha,White-crowned Sparrow (oriantha),mwcspa1,issf,33190.0,WCSP,ZOLE,MWCS,Passeriformes,New World Sparrows,Passerellidae,whcspa,,,passer3
Zonotrichia leucophrys gambelii,White-crowned Sparrow (Gambel's),gwcspa,issf,33191.0,WCSP,ZOLE,GWCS,Passeriformes,New World Sparrows,Passerellidae,whcspa,,,passer3
Zonotrichia leucophrys nuttalli/pugetensis,White-crowned Sparrow (Yellow-billed),whcspa3,form,33192.0,WCSP,ZOLE,,Passeriformes,New World Sparrows,Passerellidae,whcspa,,,passer3
Zonotrichia leucophrys nuttalli,White-crowned Sparrow (nuttalli),nwcspa,issf,33193.0,WCSP,ZOLE,NWCS,Passeriformes,New World Sparrows,Passerellidae,whcspa,,,passer3
Zonotrichia leucophrys pugetensis,White-crowned Sparrow (pugetensis),pswspa1,issf,33194.0,WCSP,ZOLE,PSWS,Passeriformes,New World Sparrows,Passerellidae,whcspa,,,passer3
Junco hyemalis x Zonotrichia leucophrys,Dark-eyed Junco x White-crowned Sparrow (hybrid),x01016,hybrid,33195.0,WCSP DEJU,ZOLE JUHY,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia atricapilla,Golden-crowned Sparrow,gocspa,species,33196.0,,ZOAT,GCSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia leucophrys x atricapilla,White-crowned x Golden-crowned Sparrow (hybrid),x00053,hybrid,33197.0,GCSP WCSP,ZOLE ZOAT,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia querula,Harris's Sparrow,harspa,species,33198.0,,ZOQU,HASP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizelloides arborea x Zonotrichia querula,American Tree x Harris's Sparrow (hybrid),x00752,hybrid,33199.0,ATSP HASP,SPAR ZOQU,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia leucophrys x querula,White-crowned x Harris's Sparrow (hybrid),x00900,hybrid,33200.0,WCSP HASP,ZOLE ZOQU,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia albicollis,White-throated Sparrow,whtspa,species,33201.0,,ZOAL,WTSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia leucophrys x albicollis,White-crowned x White-throated Sparrow (hybrid),x00451,hybrid,33202.0,WCSP WTSP,ZOLE ZOAL,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia atricapilla x albicollis,Golden-crowned x White-throated Sparrow (hybrid),x00720,hybrid,33203.0,GCSP WTSP,ZOAL ZOAT,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Junco hyemalis x Zonotrichia albicollis,Dark-eyed Junco x White-throated Sparrow (hybrid),x00039,hybrid,33204.0,WTSP DEJU,JUHY ZOAL,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia leucophrys/albicollis,White-crowned/White-throated Sparrow,y00332,slash,33205.0,WCSP WTSP,ZOLE ZOAL,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia sp.,Zonotrichia sp.,zonotr1,spuh,33206.0,,,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Artemisiospiza nevadensis,Sagebrush Sparrow,sagspa1,species,33207.0,SASP,ARNE,SAGS,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Artemisiospiza belli,Bell's Sparrow,belspa2,species,33208.0,,ARBE,BESP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Artemisiospiza belli belli,Bell's Sparrow (belli),belspa1,issf,33209.0,BESP,ARBE,,Passeriformes,New World Sparrows,Passerellidae,belspa2,,,passer3
Artemisiospiza belli canescens,Bell's Sparrow (canescens),belspa3,issf,33210.0,BESP,ARBE,,Passeriformes,New World Sparrows,Passerellidae,belspa2,,,passer3
Artemisiospiza belli clementeae,Bell's Sparrow (clementeae),scsspa1,issf,33211.0,BESP,ARBE,SCBS,Passeriformes,New World Sparrows,Passerellidae,belspa2,,,passer3
Artemisiospiza belli cinerea,Bell's Sparrow (cinerea),sagspa2,issf,33212.0,BESP,ARBE,,Passeriformes,New World Sparrows,Passerellidae,belspa2,,,passer3
Artemisiospiza nevadensis/belli,Sagebrush/Bell's Sparrow (Sage Sparrow),sagspa,slash,33213.0,SAGS SASP BESP,ARNE ARBE,USSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Oriturus superciliosus,Striped Sparrow,strspa1,species,33214.0,STSP,ORSU,SSPA,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Pooecetes gramineus,Vesper Sparrow,vesspa,species,33217.0,,POGR,VESP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammospiza leconteii,LeConte's Sparrow,lecspa,species,33221.0,LESP,AMLE,LCSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammospiza maritima,Seaside Sparrow,seaspa,species,33222.0,,AMMA,SESP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammospiza maritima maritima/macgillivraii,Seaside Sparrow (Atlantic),seaspa1,issf,33223.0,SESP,AMMA,,Passeriformes,New World Sparrows,Passerellidae,seaspa,,,passer3
Ammospiza maritima nigrescens,Seaside Sparrow (Dusky),dusspa1,issf,33226.0,SESP,AMMA,DSSP,Passeriformes,New World Sparrows,Passerellidae,seaspa,true,1983,passer3
Ammospiza maritima [sennetti Group],Seaside Sparrow (Gulf of Mexico),seaspa2,issf,33227.0,SESP,AMMA,,Passeriformes,New World Sparrows,Passerellidae,seaspa,,,passer3
Ammospiza maritima mirabilis,Seaside Sparrow (Cape Sable),cssspa1,issf,33231.0,SESP,AMMA,CSSS,Passeriformes,New World Sparrows,Passerellidae,seaspa,,,passer3
Ammospiza nelsoni,Nelson's Sparrow,nstspa,species,33232.0,,AMNE,NESP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammospiza nelsoni nelsoni/altera,Nelson's Sparrow (Interior),nstspa1,issf,33233.0,NESP,AMNE,,Passeriformes,New World Sparrows,Passerellidae,nstspa,,,passer3
Ammospiza nelsoni subvirgata,Nelson's Sparrow (Atlantic Coast),nstspa2,issf,33236.0,NESP,AMNE,,Passeriformes,New World Sparrows,Passerellidae,nstspa,,,passer3
Ammospiza leconteii/nelsoni,LeConte's/Nelson's Sparrow,y01165,slash,33237.0,NESP LESP LCSP,AMNE AMLE,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammospiza caudacuta,Saltmarsh Sparrow,sstspa,species,33238.0,SASP,AMCA,SALS,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammospiza nelsoni x caudacuta,Nelson's x Saltmarsh Sparrow (hybrid),x00450,hybrid,33241.0,NESP SASP SALS,AMCA AMNE,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammospiza nelsoni/caudacuta,Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow),shtspa,slash,33242.0,NESP SASP SALS,AMCA AMNE,STSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammospiza sp.,Ammospiza sp.,ammosp1,spuh,33243.0,,,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Passerculus sandwichensis,Savannah Sparrow,savspa,species,33244.0,SASP SBBS,PASA,SAVS,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Passerculus sandwichensis [sandwichensis Group],Savannah Sparrow (Savannah),savspa4,issf,33245.0,SASP SAVS SBBS,PASA,,Passeriformes,New World Sparrows,Passerellidae,savspa,,,passer3
Passerculus sandwichensis princeps,Savannah Sparrow (Ipswich),ipsspa,issf,33259.0,SAVS SASP SBBS,PASA,IPSP,Passeriformes,New World Sparrows,Passerellidae,savspa,,,passer3
Passerculus sandwichensis [guttatus Group],Savannah Sparrow (Belding's),bldspa,issf,33260.0,SASP SAVS SBBS,PASA,BSSP,Passeriformes,New World Sparrows,Passerellidae,savspa,,,passer3
Passerculus sandwichensis sanctorum,Savannah Sparrow (San Benito),savspa3,issf,33265.0,SAVS SASP SBBS,PASA,,Passeriformes,New World Sparrows,Passerellidae,savspa,,,passer3
Passerculus sandwichensis rostratus/atratus,Savannah Sparrow (Large-billed),labspa,issf,33266.0,SAVS SASP SBBS,PASA,LBSP,Passeriformes,New World Sparrows,Passerellidae,savspa,,,passer3
Ammodramus savannarum x Passerculus sandwichensis,Grasshopper x Savannah Sparrow (hybrid),x01057,hybrid,33269.0,GRSP SASP SAVS SBBS,AMSA PASA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Centronyx bairdii,Baird's Sparrow,baispa,species,33270.0,BASP,CEBA,BAIS,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammodramus savannarum/Centronyx bairdii,Grasshopper/Baird's Sparrow,y01081,slash,33271.0,GRSP BASP BAIS,AMSA CEBA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Centronyx henslowii,Henslow's Sparrow,henspa,species,33272.0,,CEHE,HESP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammodramus savannarum/Centronyx henslowii,Grasshopper/Henslow's Sparrow,y01082,slash,33275.0,GRSP HESP,AMSA CEHE,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Xenospiza baileyi,Sierra Madre Sparrow,simspa1,species,33276.0,,XEBA,SMSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Melospiza melodia,Song Sparrow,sonspa,species,33277.0,,MEME,SOSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Melospiza melodia melodia/atlantica,Song Sparrow (melodia/atlantica),sonspa2,issf,33278.0,SOSP,MEME,,Passeriformes,New World Sparrows,Passerellidae,sonspa,,,passer3
Melospiza melodia sanaka/maxima,Song Sparrow (sanaka/maxima),sonspa6,issf,33281.0,SOSP,MEME,,Passeriformes,New World Sparrows,Passerellidae,sonspa,,,passer3
Melospiza melodia [rufina Group],Song Sparrow (rufina Group),sonspa4,issf,33284.0,SOSP,MEME,,Passeriformes,New World Sparrows,Passerellidae,sonspa,,,passer3
Melospiza melodia montana/merrilli,Song Sparrow (montana/merrilli),sonspa7,issf,33290.0,SOSP,MEME,,Passeriformes,New World Sparrows,Passerellidae,sonspa,,,passer3
Melospiza melodia [heermanni Group],Song Sparrow (heermanni Group),sonspa5,issf,33293.0,SOSP,MEME,,Passeriformes,New World Sparrows,Passerellidae,sonspa,,,passer3
Melospiza melodia samuelsis,Song Sparrow (samuelsis),sonspa8,issf,33299.0,SOSP,MEME,,Passeriformes,New World Sparrows,Passerellidae,sonspa,,,passer3
Melospiza melodia pusillula,Song Sparrow (pusillula),sonspa9,issf,33300.0,SOSP,MEME,,Passeriformes,New World Sparrows,Passerellidae,sonspa,,,passer3
Melospiza melodia [fallax Group],Song Sparrow (fallax Group),sonspa1,issf,33301.0,SOSP,MEME,,Passeriformes,New World Sparrows,Passerellidae,sonspa,,,passer3
Melospiza melodia [mexicana Group],Song Sparrow (mexicana Group),sonspa3,issf,33305.0,SOSP,MEME,,Passeriformes,New World Sparrows,Passerellidae,sonspa,,,passer3
Melospiza lincolnii,Lincoln's Sparrow,linspa,species,33310.0,,MELI,LISP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Melospiza melodia x lincolnii,Song x Lincoln's Sparrow (hybrid),x00474,hybrid,33314.0,LISP SOSP,MEME MELI,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Melospiza georgiana,Swamp Sparrow,swaspa,species,33315.0,,MEGE,SWSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Melospiza melodia x georgiana,Song x Swamp Sparrow (hybrid),x00702,hybrid,33319.0,SWSP SOSP,MEME MEGE,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
